lon,lat
131.8854,33.2523
131.88545,33.25235
131.88565,33.25247
131.88578,33.25251
131.88586,33.25251
131.88595,33.25251
131.88603,33.25252
131.88619,33.25256
131.88655,33.25258
131.88682,33.25264
131.8871,33.25296
131.88713,33.25304
131.88723,33.25317
131.88729,33.25323
131.88737,33.25329
131.88746,33.25335
131.88803,33.25356
131.88813,33.25356
131.88824,33.25356
131.88845,33.25359
131.88856,33.2536
131.88868,33.25362
131.88891,33.25362
131.88891,33.25362
131.88902,33.25363
131.88911,33.25366
131.88917,33.2537
131.88934,33.25386
131.88938,33.25392
131.88951,33.25422
131.88954,33.25435
131.88958,33.25448
131.88964,33.25453
131.8897,33.25457
131.88978,33.25461
131.88995,33.25469
131.89004,33.25473
131.89012,33.25479
131.89018,33.25485
131.89024,33.25492
131.89028,33.255
131.89033,33.25509
131.89036,33.25517
131.89038,33.25526
131.89044,33.25569
131.89041,33.25586
131.89039,33.25595
131.89038,33.25603
131.89042,33.25627
131.89047,33.25634
131.89048,33.25642
131.89051,33.25651
131.89054,33.25696
131.89051,33.25714
131.89044,33.25734
131.89039,33.25741
131.89022,33.25762
131.89006,33.25769
131.88984,33.25774
131.88973,33.25777
131.88963,33.2578
131.88955,33.25784
131.88935,33.25805
131.88916,33.25836
131.88909,33.25843
131.88862,33.25852
131.88851,33.25855
131.88844,33.2586
131.88832,33.25874
131.88829,33.25885
131.8885,33.25928
131.88861,33.25934
131.88883,33.25934
131.88893,33.25934
131.88911,33.25938
131.88928,33.25946
131.88946,33.25965
131.88951,33.2597
131.88955,33.25975
131.8896,33.25979
131.88967,33.25984
131.88983,33.25992
131.8899,33.25996
131.88998,33.26002
131.8901,33.26024
131.89015,33.26032
131.89021,33.26039
131.89027,33.26046
131.89042,33.26057
131.89065,33.26057
131.89076,33.26055
131.89097,33.26049
131.89108,33.26047
131.89115,33.26047
131.89131,33.26047
131.89147,33.26049
131.89157,33.26051
131.89175,33.26056
131.89184,33.26061
131.8923,33.26104
131.89237,33.26144
131.89237,33.26162
131.89237,33.2617
131.89236,33.26187
131.89237,33.26195
131.89239,33.26203
131.89254,33.26222
131.89271,33.26243
131.89286,33.2626
131.89306,33.26268
131.89329,33.26272
131.89343,33.26274
131.89356,33.26278
131.89399,33.26285
131.89413,33.26289
131.89425,33.26293
131.8945,33.26303
131.89462,33.26309
131.89498,33.26316
131.89514,33.26319
131.89529,33.26321
131.89558,33.26324
131.89625,33.2635
131.89639,33.26357
131.89665,33.26371
131.89732,33.26398
131.89744,33.26401
131.89772,33.26404
131.89822,33.26387
131.89834,33.26382
131.89843,33.26378
131.89857,33.26372
131.89866,33.26371
131.89869,33.26371
131.89869,33.26371
131.89871,33.26371
131.89869,33.26371
131.89871,33.26371
131.89871,33.26371
131.89871,33.26371
