lon,lat
131.73678,33.24659
131.73706,33.24649
131.73731,33.2464
131.73783,33.2462
131.73809,33.2461
131.73835,33.24601
131.73884,33.24583
131.73908,33.24573
131.73931,33.24565
131.73956,33.24556
131.74002,33.24539
131.74024,33.24531
131.74047,33.24522
131.74069,33.24514
131.74111,33.24497
131.74134,33.24489
131.74156,33.24481
131.74177,33.24473
131.74218,33.24457
131.7424,33.24449
131.74261,33.24441
131.74282,33.24433
131.74304,33.24426
131.74325,33.24418
131.74345,33.2441
131.74366,33.24402
131.74386,33.24395
131.74407,33.24388
131.74427,33.2438
131.74447,33.24372
131.74468,33.24364
131.7449,33.24357
131.7451,33.24349
131.74551,33.24333
131.74613,33.2431
131.74635,33.24302
131.74656,33.24295
131.74676,33.24287
131.7472,33.24271
131.74742,33.24264
131.74786,33.2425
131.74829,33.24234
131.74851,33.24225
131.74873,33.24218
131.74873,33.24218
131.74896,33.2421
131.74919,33.24202
131.74964,33.24187
131.74989,33.24179
131.75036,33.24164
131.75061,33.24157
131.75108,33.24143
131.75132,33.24137
131.7518,33.24125
131.75202,33.24119
131.75225,33.24114
131.75405,33.24074
131.75424,33.24071
131.7544,33.24068
131.75494,33.24058
131.75512,33.24055
131.75532,33.24052
131.7555,33.24049
131.7557,33.24046
131.7559,33.24044
131.7563,33.24038
131.75671,33.24032
131.75712,33.24027
131.75755,33.24021
131.75775,33.24019
131.75796,33.24016
131.75816,33.24015
131.75872,33.24008
131.75891,33.24007
131.75918,33.24005
131.75929,33.24004
131.75929,33.24004
131.75936,33.24004
131.75942,33.24003
131.75946,33.24003
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.75946,33.24004
131.7595,33.24003
131.75956,33.24003
131.75964,33.24002
131.75975,33.24002
131.75985,33.24001
131.76028,33.24
131.76045,33.24
131.76062,33.23999
131.76138,33.23999
131.76138,33.23999
131.76316,33.24005
131.76341,33.24005
131.76367,33.24007
131.76393,33.24008
131.7647,33.24011
131.76496,33.24012
131.76524,33.24013
131.7655,33.24015
131.76576,33.24016
131.76576,33.24016
131.76603,33.24017
131.76737,33.24024
131.76763,33.24025
131.76843,33.24028
131.76896,33.24032
131.76922,33.24034
131.76948,33.24038
131.76972,33.24042
131.76995,33.24048
131.77018,33.24054
131.77018,33.24054
131.7704,33.24059
131.77061,33.24065
131.77081,33.2407
131.77101,33.24076
131.7712,33.24082
131.77139,33.24088
131.77157,33.24095
131.77209,33.24116
131.77244,33.2413
131.77261,33.24137
131.77278,33.24145
131.77311,33.2416
131.77343,33.24174
131.77359,33.24182
131.77375,33.24189
131.77392,33.24198
131.77424,33.24213
131.77458,33.24229
131.77508,33.24253
131.7754,33.24268
131.77572,33.24283
131.77587,33.24291
131.77587,33.24291
131.77603,33.24298
131.77636,33.24314
131.77644,33.24316
131.77644,33.24316
131.77659,33.24302
131.77656,33.24282
131.77648,33.24259
131.77645,33.24251
131.7763,33.24234
131.77626,33.24229
131.77621,33.24224
131.77621,33.24224
131.7761,33.24215
131.77607,33.24211
131.776,33.24205
131.77578,33.24187
131.77583,33.24172
131.77586,33.24163
131.77589,33.24153
131.77587,33.24143
131.77584,33.2414
131.77577,33.24135
131.77572,33.24132
131.77568,33.2413
131.77565,33.24127
131.77565,33.24108
131.77578,33.24068
131.77583,33.24062
131.77593,33.24053
131.776,33.2405
131.77604,33.24047
131.77615,33.24045
131.77615,33.24045
131.77621,33.24046
131.77635,33.24057
131.77639,33.24062
131.77662,33.24073
131.77671,33.24076
131.77694,33.24084
131.77699,33.24083
131.77703,33.24081
131.77708,33.24077
131.77708,33.24077
131.77714,33.24065
131.77726,33.24046
131.77731,33.2404
131.7774,33.24026
131.77743,33.24007
131.77745,33.23997
131.77745,33.23997
131.77748,33.23978
131.77749,33.23968
131.77751,33.23944
131.77751,33.23944
131.77748,33.23938
131.77743,33.23934
131.77738,33.23932
131.77737,33.23926
131.77737,33.23926
131.77745,33.23916
131.77749,33.23911
131.77752,33.23905
131.77769,33.23889
131.77793,33.23879
131.77793,33.23879
131.77804,33.23876
131.77824,33.2387
131.77835,33.23867
131.77844,33.23865
131.77861,33.23863
131.77876,33.23866
131.77883,33.23868
131.77883,33.23868
131.77897,33.23873
131.77899,33.23874
131.77923,33.2388
131.77932,33.23882
131.77943,33.23884
131.78077,33.23897
131.78082,33.23897
131.78099,33.23892
131.78115,33.23895
131.78128,33.23896
131.78146,33.23896
131.78163,33.23896
131.7817,33.23894
131.78219,33.239
131.78219,33.239
131.78259,33.239
131.78271,33.239
131.7828,33.23904
131.78312,33.23913
131.78332,33.23916
131.78485,33.23946
131.78521,33.23944
131.78578,33.23943
131.7863,33.23949
131.78666,33.23953
131.78721,33.23959
131.78739,33.23961
131.78758,33.23963
131.78794,33.23967
131.78848,33.23973
131.78884,33.23978
131.78921,33.23981
131.78973,33.23988
131.78991,33.2399
131.78991,33.2399
131.79008,33.23992
131.7906,33.23997
131.7906,33.23997
131.79159,33.2399
131.79194,33.23983
131.7928,33.23966
131.79315,33.23959
131.79315,33.23959
131.79368,33.23949
131.79403,33.23942
